date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:31:20	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jun%202023%2014:31:16%20GMT	https://5studios.net/themes/five	C:/Users/pamel/Desktop/Bento_landing_page/5studios.net/themes/five.0.delayed	(from )
15:31:21	21693/21693	---M-Z	200	added ('OK')	text/html	etag:%2254bd-5ccf8a74-e426fcbd351f7a6c;gz%22	https://5studios.net/themes/five/	C:/Users/pamel/Desktop/Bento_landing_page/5studios.net/themes/five/index.html	(from )
15:31:22	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-61a60bc6-9a0c00eea51522ab;gz%22	https://5studios.net/robots.txt		(from )
15:31:24	3098/3098	---M--	200	added ('OK')	image/png	etag:%22c1a-5ccf8a74-f57e7bda3281520d;;;%22	https://5studios.net/themes/five/apple-touch-icon.png	C:/Users/pamel/Desktop/Bento_landing_page/5studios.net/themes/five/apple-touch-icon.png	(from https://5studios.net/themes/five/)
15:31:25	15086/15086	---M-Z	200	added ('OK')	image/x-icon	etag:%223aee-5ccf8a74-636c857b625f56df;gz%22	https://5studios.net/themes/five/favicon.ico	C:/Users/pamel/Desktop/Bento_landing_page/5studios.net/themes/five/favicon.ico	(from https://5studios.net/themes/five/)
15:31:25	222344/222344	---M-Z	200	added ('OK')	text/css	etag:%2236488-5ccf8a73-24b1caff396f6dba;gz%22	https://5studios.net/themes/five/css/vendor.css	C:/Users/pamel/Desktop/Bento_landing_page/5studios.net/themes/five/css/vendor.css	(from https://5studios.net/themes/five/)
15:31:26	123764/123764	---M-Z	200	added ('OK')	text/css	etag:%221e374-5ccf8a73-7ceec1ca912d0194;gz%22	https://5studios.net/themes/five/css/Five.css	C:/Users/pamel/Desktop/Bento_landing_page/5studios.net/themes/five/css/Five.css	(from https://5studios.net/themes/five/)
15:31:26	1073/1073	---M--	200	added ('OK')	image/png	etag:%22431-5ccf8a73-f30664a3f242a38b;;;%22	https://5studios.net/themes/five/img/logo.png	C:/Users/pamel/Desktop/Bento_landing_page/5studios.net/themes/five/img/logo.png	(from https://5studios.net/themes/five/)
15:31:27	1073/1073	---M--	200	added ('OK')	image/png	etag:%22431-5ccf8a73-e393f795c1300843;;;%22	https://5studios.net/themes/five/img/logo-light.png	C:/Users/pamel/Desktop/Bento_landing_page/5studios.net/themes/five/img/logo-light.png	(from https://5studios.net/themes/five/)
15:31:27	143498/143498	---M-Z	200	added ('OK')	image/svg+xml	etag:%222308a-5ccf8a73-6ed37731482ae9bc;gz%22	https://5studios.net/themes/five/img/shps/shape-6.svg	C:/Users/pamel/Desktop/Bento_landing_page/5studios.net/themes/five/img/shps/shape-6.svg	(from https://5studios.net/themes/five/)
15:31:28	37660/37660	---M--	200	added ('OK')	image/png	etag:%22931c-5ccf8a74-2d05f6aca415e30a;;;%22	https://5studios.net/themes/five/img/screens/app/1.png	C:/Users/pamel/Desktop/Bento_landing_page/5studios.net/themes/five/img/screens/app/1.png	(from https://5studios.net/themes/five/)
15:31:28	30725/30725	---M--	200	added ('OK')	image/png	etag:%227805-5ccf8a74-92acbefa6554cb37;;;%22	https://5studios.net/themes/five/img/screens/app/2.png	C:/Users/pamel/Desktop/Bento_landing_page/5studios.net/themes/five/img/screens/app/2.png	(from https://5studios.net/themes/five/)
15:31:29	27414/27414	---M--	200	added ('OK')	image/png	etag:%226b16-5ccf8a74-3d7ed5c6c986023e;;;%22	https://5studios.net/themes/five/img/screens/app/3.png	C:/Users/pamel/Desktop/Bento_landing_page/5studios.net/themes/five/img/screens/app/3.png	(from https://5studios.net/themes/five/)
15:31:29	28125/28125	---M--	200	added ('OK')	image/png	etag:%226ddd-5ccf8a74-d859b66514ea76c4;;;%22	https://5studios.net/themes/five/img/screens/app/4.png	C:/Users/pamel/Desktop/Bento_landing_page/5studios.net/themes/five/img/screens/app/4.png	(from https://5studios.net/themes/five/)
15:31:30	66958/66958	---M--	200	added ('OK')	image/png	etag:%221058e-5ccf8a74-a02ed8657a0c07ea;;;%22	https://5studios.net/themes/five/img/screens/app/5.png	C:/Users/pamel/Desktop/Bento_landing_page/5studios.net/themes/five/img/screens/app/5.png	(from https://5studios.net/themes/five/)
